Journals_Data_Title,journal_autofix_title,Journals_Data_ISSN,Journals_Data_INVBR,Journals_Data_Location,Journals_Data_Journal_Ext_Info,Source_Line,CLEAN_ISSN,CLEAN_TITLE,CLEAN_TITLE_ext,CLEAN_PUBLISHER
"Physica C, (1921) Utrecht",Physica C,0921-4534,P-1399,Arhiv 1. krilo,"*prije izlazio kao: Physica|152C (1988) – 255C (1995) 					|--------------------------------------------------------------------------|256C (1996) – 276C (1997) No. 1-2,				|278C (1997) – 350C (2001) No. 1/2,						             331C (2001) – 401C (2004)","Physica C, (1921) Utrecht|ISSN 0921-4534|inv. br. P-1399||*prije izlazio kao: Physica||152C (1988) – 255C (1995) 					****Arhiv 1. krilo|--------------------------------------------------------------------------|256C (1996) – 276C (1997) No. 1-2,				****1. krilo|278C (1997) – 350C (2001) No. 1/2,						             331C (2001) – 401C (2004)",0921-4534,Physica C:,superconductivity,Elsevier ; North-Holland
"Physica D, (1980) Utrecht",Physica D,0167-2789,P-610,Arhiv 1. krilo,"*prije izlazio kao: Physica|1D (1980) – 4D (1981) No. 1,|7D (1983) – 15D (1985)|17D (1985) – 23D (1986)|25D (1987) – 46D (1990) No. 1,...,3|47D (1991) – 51D (1991) No. 1-3, |52D (1991) – 89D (1995)					|--------------------------------------------------------------------------|90D (1996) – 108D (1997) No. ...,3-4			|109D (1997) – 187D (2004)","Physica D, (1980) Utrecht|ISSN 0167-2789|inv. br. P-610||*prije izlazio kao: Physica||1D (1980) – 4D (1981) No. 1,|7D (1983) – 15D (1985)|17D (1985) – 23D (1986)|25D (1987) – 46D (1990) No. 1,...,3|47D (1991) – 51D (1991) No. 1-3, |52D (1991) – 89D (1995)					****Arhiv 1. krilo|--------------------------------------------------------------------------|90D (1996) – 108D (1997) No. ...,3-4			****1. krilo|109D (1997) – 187D (2004)",0167-2789,Physica D:,nonlinear phenomena,Elsevier ; North-Holland
Physica E (1997) Amsterdam,Physica E (1997) Amsterdam,1386-9477,P-1400,1. krilo,"4 (1999) – 20 (2003) No. 1-2,","Physica E (1997) Amsterdam|ISSN 1386-9477|inv. br. P-1400||4 (1999) – 20 (2003) No. 1-2,				****1. krilo",,,,
"Physica Scripta, (1970) Stockholm",Physica Scripta,0031-8949,P-482,Arhiv 1. krilo,"1 (1970) – 14 (1976)|17 (1978) – 24 (1981)|27 (1983) – 40 (1989) No. 1-3,...,5-6|41 (1990) – 52 (1995)					|53 (1996) – 71 (2005) No. 1,","Physica Scripta, (1970) Stockholm|ISSN 0031-8949|inv. br. P-482||1 (1970) – 14 (1976)|17 (1978) – 24 (1981)|27 (1983) – 40 (1989) No. 1-3,...,5-6|41 (1990) – 52 (1995)					****Arhiv 1. krilo|53 (1996) – 71 (2005) No. 1,",0031-8949,Physica scripta,,Royal Swedish Academy of Sciences
"Physica Scripta Proceedings, (1980) Stockholm",Physica Scripta Proceedings,,P-1401,Arhiv 1. krilo,ISSN |T3 (1983) – T14 (1986)|T16 (1987) – T19 (1987)|T21 (1988) |T32 (1990) - T37 (1991)|T39 (1991)- T60 (1995)					|T61 (1996) – T106 (2003),"Physica Scripta Proceedings, (1980) Stockholm|ISSN |inv. br. P-1401||T3 (1983) – T14 (1986)|T16 (1987) – T19 (1987)|T21 (1988) |T32 (1990) - T37 (1991)|T39 (1991)- T60 (1995)					****Arhiv 1. krilo|T61 (1996) – T106 (2003)",,,,
"Physica Status Solidi, (1961) Berlin",Physica Status Solidi,0031-8957,P-381,Arhiv 1. krilo,"1 (1961) No. 1-4,..., 7|2 (1962) No. 1-3,..., 10-12|3 (1963) No. 1-5,..., 7-12s|4 (1964) – 22 (1967) No. ...,2,|23 (1967) – 24 (1967) No. …,2|25 (1968) – 27 (1968) No. …,2|28 (1968) – 36 (1969)|38 (1970) – 42 (1970) No. 1, 				|* od vol. 43 (1971) izlazi kao: Physica Status Solidi B  ; | od 1970. izlazi i: vol. 1 (1970) Physica Status Solidi A","Physica Status Solidi, (1961) Berlin|ISSN 0031-8957|inv. br. P-381||1 (1961) No. 1-4,..., 7|2 (1962) No. 1-3,..., 10-12|3 (1963) No. 1-5,..., 7-12s|4 (1964) – 22 (1967) No. ...,2,|23 (1967) – 24 (1967) No. …,2|25 (1968) – 27 (1968) No. …,2|28 (1968) – 36 (1969)|38 (1970) – 42 (1970) No. 1, 				****Arhiv 1. krilo||* od vol. 43 (1971) izlazi kao: Physica Status Solidi B  ; | od 1970. izlazi i: vol. 1 (1970) Physica Status Solidi A",,,,
"Physica Status Solidi A, (1970) Berlin",Physica Status Solidi A,0031-8965,P-381a,Arhiv 1. krilo,"*do 1970. izlazi kao: Physica Status Solidi|1 (1970) No. 1,..., 4|2 (1970) – 35 (1976) No. ...,2,|36 (1976) – 60 (1980) No. ...,2,|61 (1980) – 93 (1986) No. 1,|94 (1986) – 109 (1988) No. 1-2|110 (1988) – 153 (1996) No. 1,|154 (1996) – 171 (1999) No.1,					                        177 (2000) No. ...,2,","Physica Status Solidi A, (1970) Berlin|ISSN 0031-8965|inv. br. P-381a||*do 1970. izlazi kao: Physica Status Solidi||1 (1970) No. 1,..., 4|2 (1970) – 35 (1976) No. ...,2,|36 (1976) – 60 (1980) No. ...,2,|61 (1980) – 93 (1986) No. 1,|94 (1986) – 109 (1988) No. 1-2|110 (1988) – 153 (1996) No. 1,|154 (1996) – 171 (1999) No.1,					                        177 (2000) No. ...,2,						****Arhiv 1. krilo",0031-8965,Physica status solidi A:,applied research,Akademie Verlag
"Physica Status Solidi B, (1961) Berlin",Physica Status Solidi B,0370-1972,P-381b,Arhiv 1. krilo,"*do  vol. 42 (1970) izlazi kao: Physica Status Solidi|43 (1971) – 74 (1976) No. 1,…|75 (1976) – 144 (1987) No. …,2|145 (19889 – 174 (1992) |181 (1994) – 192 (1995)					|--------------------------------------------------------------------------|193 (1996) 							|194 (1996) No. ...,2,|195 (1996) – 211 (1999) 							                       217 (2000) No. …,2,","Physica Status Solidi B, (1961) Berlin|ISSN 0370-1972|inv. br. P-381b||*do  vol. 42 (1970) izlazi kao: Physica Status Solidi||43 (1971) – 74 (1976) No. 1,…|75 (1976) – 144 (1987) No. …,2|145 (19889 – 174 (1992) |181 (1994) – 192 (1995)					****Arhiv 1. krilo|--------------------------------------------------------------------------|193 (1996) 							****1. krilo|194 (1996) No. ...,2,|195 (1996) – 211 (1999) 							                       217 (2000) No. …,2,",0370-1972,Physica status solidi B:,basic research,Akademie Verlag
"Physical Chemistry, (An Advanced Treatise), New York",Physical Chemistry,,P-1402,3. krilo,1 (1971) – 11 (1975)		Sgn. 04.21/116,"Physical Chemistry, (An Advanced Treatise), New York|inv. br. P-1402||1 (1971) – 11 (1975)		Sgn. 04.21/116		****3. krilo",,,,
"Physical Chemistry Chemical Physics, (1999) Cambridge",Physical Chemistry Chemical Physics,1463-9076,P-1403,5. krilo,* 1999. nastaje spajanjem Berichte der Bunsen Gesellschaft i Journal of the Chemical Society: Faraday Transaction|1 (1999) – 7 (2005),"Physical Chemistry Chemical Physics, (1999) Cambridge|ISSN 1463-9076|inv. br. P-1403||* 1999. nastaje spajanjem Berichte der Bunsen Gesellschaft i Journal of the Chemical Society: Faraday Transaction||1 (1999) – 7 (2005)						****5. krilo",1463-9076,Physical chemistry chemical physics,,Royal Society of Chemistry
"Physical Oceanography, (1987) Zeist",Physical Oceanography,0928-5105,P-1404,Rovinj,*prijevod časopisa: Morskoj Gidrofizičeskij Žurnal|9 (1998) – 11 (2001)						|*prestao izlaziti 2002. godine,"Physical Oceanography, (1987) Zeist|ISSN 0928-5105|inv. br. P-1404||*prijevod časopisa: Morskoj Gidrofizičeskij Žurnal||9 (1998) – 11 (2001)						****Rovinj|*prestao izlaziti 2002. godine",,,,
"Physical Review, (1893) New York",Physical Review,0031-899X,P-34,Arhiv 1. krilo,"5 (1915)|8 (1916) – 9 (1917)|16 (1920) – 188 (1969) 					|* od 1970. izlazi podijeljen u sekcije: A - General Physics, B - Solid State Physics, C - Nuclear Physics, D - Particles and Fields","Physical Review, (1893) New York|ISSN 0031-899X|inv. br. P-34||5 (1915)|8 (1916) – 9 (1917)|16 (1920) – 188 (1969) 					****Arhiv 1. krilo||* od 1970. izlazi podijeljen u sekcije: A - General Physics, B - Solid State Physics, C - Nuclear Physics, D - Particles and Fields",,,,
Physical Review A: General Physics (1970) New York,Physical Review A: General Physics (1970) New York,1050-2947,P-34/1,Arhiv 1. krilo,"*do 1970. izlazi kao: Physical Review|1A (1970) – 18A (1978) No. ...,4-6|19A (1979) – 52A (1995)					|--------------------------------------------------------------------------|53A (1996) – 88A (2013)","Physical Review A: General Physics (1970) New York|ISSN 1050-2947|inv. br. P-34/1||*do 1970. izlazi kao: Physical Review||1A (1970) – 18A (1978) No. ...,4-6|19A (1979) – 52A (1995)					****Arhiv 1. krilo|--------------------------------------------------------------------------|53A (1996) – 88A (2013)						****1. krilo",1050-2947,Physical review A:,"atomic, molecular and optical physics",American Physical Society
Physical Review B: Solid State(1970) New York,Physical Review B: Solid State(1970) New York,0556-2805,P-34/2,Arhiv 1. krilo,"*do 1970. izlazi kao: Physical Review|1B (1970) – 14B (1974) No. ...,4-12|15B (1977) – 42B (1990) No. 1-9,|44B (1991) – 46B (1992) No. 1-22, |47B (1993) No. 1,...,3-24|48B (1993) No. 1-22,…,24|49B (1994) – 52B (1995)					|--------------------------------------------------------------------------|53B (1996) – 67B (2003) No. 1-20,…,22-24			|68B (2003) – 88B (2013)","Physical Review B: Solid State(1970) New York|ISSN 0556-2805|inv. br. P-34/2||*do 1970. izlazi kao: Physical Review||1B (1970) – 14B (1974) No. ...,4-12|15B (1977) – 42B (1990) No. 1-9,|44B (1991) – 46B (1992) No. 1-22, |47B (1993) No. 1,...,3-24|48B (1993) No. 1-22,…,24|49B (1994) – 52B (1995)					****Arhiv 1. krilo|--------------------------------------------------------------------------|53B (1996) – 67B (2003) No. 1-20,…,22-24			****1. krilo      |68B (2003) – 88B (2013)",,,,
Physical Review C: Nuclear Physics(1970) New York,Physical Review C: Nuclear Physics(1970) New York,0556-2813,P-34/3,Arhiv 1. krilo,"*do 1970. izlazi kao: Physical Review|1C (1970) – 26C (1982) No. 1,...,3,-6|27C (1983) – 33C (1986) No.1-3,|34C (1986) – 42C (1990)|43C (1991) No. 1-3,…,6 |44C (1991) – 47C (1993) No. 1-3,...,5-6|48C (1993) No. 1-2,...,4-6|49C (1994) – 52C(1995)					|--------------------------------------------------------------------------|53C (1996) – 88C (2013)","Physical Review C: Nuclear Physics(1970) New York|ISSN 0556-2813|inv. br. P-34/3||*do 1970. izlazi kao: Physical Review||1C (1970) – 26C (1982) No. 1,...,3,-6|27C (1983) – 33C (1986) No.1-3,|34C (1986) – 42C (1990)|43C (1991) No. 1-3,…,6 |44C (1991) – 47C (1993) No. 1-3,...,5-6|48C (1993) No. 1-2,...,4-6|49C (1994) – 52C(1995)					****Arhiv 1. krilo|--------------------------------------------------------------------------|53C (1996) – 88C (2013)						****1. krilo",0556-2813,Physical review C:,nuclear physics,American Physical Society
Physical Review D: Particles and Fields (1970) New York,Physical Review D: Particles and Fields (1970) New York,0556-2821,P-34/4,Arhiv 1. krilo,"*do 1970. izlazi kao: Physical Review|1D (1970) – 5D (1972) No. 1-8,|6D (1972) – 9d (1974) No. ...,4-12|10D (1974) – 13D (1976) No. 1-4,...,9-12|14D (1976) No. 1-4,...,9-12|15D (1977) – 27D (1-4,...,9-12|28D (19983) – 31D (1985) No. 1-5,...,7-12|32D (1985) – 42D (1990) No.1-9, |43D (1991) – 49D (1994) No. 1-5,...,7-12	|50D (1994) – 52D (1995)					|--------------------------------------------------------------------------|53D (1996) – 54D (1996) No. ...,3,…,5-12			|55D (1997) No. 1-6,...,8-12|56D (1997) – 71D (2005) No. 1-2,…4-12					             72D (2005) – 86D (2012)    (fali br. 83/12, 2011.)|87D (2013) – 88D (2013)","Physical Review D: Particles and Fields (1970) New York|ISSN 0556-2821|inv. br. P-34/4||*do 1970. izlazi kao: Physical Review||1D (1970) – 5D (1972) No. 1-8,|6D (1972) – 9d (1974) No. ...,4-12|10D (1974) – 13D (1976) No. 1-4,...,9-12|14D (1976) No. 1-4,...,9-12|15D (1977) – 27D (1-4,...,9-12|28D (19983) – 31D (1985) No. 1-5,...,7-12|32D (1985) – 42D (1990) No.1-9, |43D (1991) – 49D (1994) No. 1-5,...,7-12	|50D (1994) – 52D (1995)					****Arhiv 1. krilo|--------------------------------------------------------------------------|53D (1996) – 54D (1996) No. ...,3,…,5-12			**** 1. krilo|55D (1997) No. 1-6,...,8-12|56D (1997) – 71D (2005) No. 1-2,…4-12					             72D (2005) – 86D (2012)    (fali br. 83/12, 2011.)|87D (2013) – 88D (2013)",0556-2821,Physical review D:,particles and fields,American Physical Society
Physical Review E: Statistical Physics (1993) New York,Physical Review E: Statistical Physics (1993) New York,1063-651X,P-1405,Arhiv 1. krilo,"47E (1993) – 48E (1993) No. 1-2,...,4-6|49E (1994) – 52E (1995)					|--------------------------------------------------------------------------|53E (1996) – 63E (2001) No. ....,2-6				|64E (2001) – 65E (2002) No. …,2-6						              66E (2002) – 88E (2013)","Physical Review E: Statistical Physics (1993) New York|ISSN 1063-651X|inv. br. P-1405||47E (1993) – 48E (1993) No. 1-2,...,4-6|49E (1994) – 52E (1995)					****Arhiv 1. krilo|--------------------------------------------------------------------------|53E (1996) – 63E (2001) No. ....,2-6				****1. krilo|64E (2001) – 65E (2002) No. …,2-6						              66E (2002) – 88E (2013)",1063-651X,Physical review E:,"statistical physics, plasmas, fluids and related interdisciplinary topics",American Physical Society
"Physical Review and Physical Review Letters, (1970) New York			               ISSN 0094-0003								",Physical Review and Physical Review Letters,,P-34/5,1. krilo,										               1971										        1984										               1987										             1991 – 2005,"Physical Review and Physical Review Letters, (1970) New York			               ISSN 0094-0003								|inv. br. P-34/5|										               1971										        1984										               1987										             1991 – 2005							****1. krilo",,,,
"Physical Review Letters, (1958) New York",Physical Review Letters,0031-9007,P-266,Arhiv 1. krilo,"1 (1958) – 42 (1979) No. 1-17,..., 20-26|43 (1979) No. 1-3,..., 5-27|44 (1980) No. ...,2-26|45 (1980) – 75 (1995)					|--------------------------------------------------------------------------|76 (1996) – 91 (2003) No. 1-8,...,11-26			  92 (2004) – 111 (2013)","Physical Review Letters, (1958) New York|ISSN 0031-9007|inv. br. P-266||1 (1958) – 42 (1979) No. 1-17,..., 20-26|43 (1979) No. 1-3,..., 5-27|44 (1980) No. ...,2-26|45 (1980) – 75 (1995)					****Arhiv 1. krilo|--------------------------------------------------------------------------|76 (1996) – 91 (2003) No. 1-8,...,11-26			****1. krilo                       92 (2004) – 111 (2013)|",0031-9007,Physical review letters,,American Physical Society
"Physics, (1931) New York",Physics,0092-8437,P-1406,Arhiv 1. krilo,1 (1931) – 7 (1936) 						|* od vol. 8 (1937) izlazi kao: Journal of Applied Physics,"Physics, (1931) New York|ISSN 0092-8437|inv. br. P-1406||1 (1931) – 7 (1936) 						****Arhiv 1. krilo||* od vol. 8 (1937) izlazi kao: Journal of Applied Physics",,,,
"Physics Abstracts - Section A, (1898) London",Physics Abstracts - Section A,0036-8091,P-45,Arhiv 1. krilo,* do vol. 43 (1940) izlazi kao: Science Abstracts - A: Physics Abstracts|44 (1941) – 85 (1982) No. 1175-1176|86 (1983) – 87 (1984) No. 1223,"Physics Abstracts - Section A, (1898) London|ISSN 0036-8091|inv. br. P-45||* do vol. 43 (1940) izlazi kao: Science Abstracts - A: Physics Abstracts||44 (1941) – 85 (1982) No. 1175-1176|86 (1983) – 87 (1984) No. 1223				****Arhiv 1. krilo",,,,
"Physics and Chemistry of Solids, (1956)",Physics and Chemistry of Solids,0369-8726,P-214,Arhiv 1. krilo,1(1956/57) – 22 (1962) 					|* od vol. 23 (1962) izlazi kao:Journal of Physics and Chemistry of Solids,"Physics and Chemistry of Solids, (1956)|ISSN 0369-8726|inv. br. P-214||1(1956/57) – 22 (1962) 					****Arhiv 1. krilo||* od vol. 23 (1962) izlazi kao:Journal of Physics and Chemistry of Solids",,,,
"Physics Education, (1966) Bristol",Physics Education,0031-9120,P-616,Arhiv 1. krilo,"* vidi: Physics in Technology|16 (1981)|18 (1983) No. 1,..., 3-5|22 (1987) No. …,3|23 (1988) No. 1-4,|28 (1993) No. …,5-6","Physics Education, (1966) Bristol|ISSN 0031-9120|inv. br. P-616||* vidi: Physics in Technology||16 (1981)|18 (1983) No. 1,..., 3-5|22 (1987) No. …,3|23 (1988) No. 1-4,|28 (1993) No. …,5-6						****Arhiv 1. krilo",,,,
"Physics in Technology, (1966) Bristol",Physics in Technology,0305-4624,P-617,Arhiv 1. krilo,"12 (1981) No. 1-5, 						|* mijenja naziv u: Physics Education","Physics in Technology, (1966) Bristol|ISSN 0305-4624|inv. br. P-617||12 (1981) No. 1-5, 						****Arhiv 1. krilo||* mijenja naziv u: Physics Education",,,,
"Physics Letters, (1962) Amsterdam ",Physics Letters,0031-9163,P-345,Arhiv 1. krilo,1 (1962) – 23 (1966) 					|* od vol. 24 (1967) izlazi podijeljen u sekcije:  A - General Physics . i ..| 						   B - Nuclear Physics …,"Physics Letters, (1962) Amsterdam |ISSN 0031-9163|inv. br. P-345||1 (1962) – 23 (1966) 					****Arhiv 1. krilo||* od vol. 24 (1967) izlazi podijeljen u sekcije:  A - General Physics . i ..| 						   B - Nuclear Physics …",,,,
"Physics Letters A, (1962) Amsterdam SVE JE U ARHIVU",Physics Letters A,0375-9601,P-345A,Arhiv 1. krilo,"* do vol. 23 (1966) izlazi kao: Physics Letters|24A (1967) – 184A (1994) No. 1-2,...,4-6 |185A (1994) – 199A (1995) No. 1-2,…,5-6|200A (1995) No.1-2,…,5-6|201A (1995) – 202A (1995) No. 1-3,…,5-6|203A (1995) – 208A (1995) No.1-2,…,4-6|209A (1995) No. 1-4, 						|------------------------------------------------------------------------|210A (1996) – 221A (1996) No. 1-2,…,5-6			|222A (1996) – 223A (1996) No. 1-4,…,6|224A (1997) – 233A (1997)|235A (1997) – 237A (1997)|239A (1998) – 297A (2002)						                                     298A (2002) No. …,2-6					                             299A (2002) – 320A (2003) No. 1,","Physics Letters A, (1962) Amsterdam SVE JE U ARHIVU|ISSN 0375-9601|inv. br. P-345A||* do vol. 23 (1966) izlazi kao: Physics Letters||24A (1967) – 184A (1994) No. 1-2,...,4-6 |185A (1994) – 199A (1995) No. 1-2,…,5-6|200A (1995) No.1-2,…,5-6|201A (1995) – 202A (1995) No. 1-3,…,5-6|203A (1995) – 208A (1995) No.1-2,…,4-6|209A (1995) No. 1-4, 						****Arhiv 1. krilo|------------------------------------------------------------------------|210A (1996) – 221A (1996) No. 1-2,…,5-6			****1. krilo|222A (1996) – 223A (1996) No. 1-4,…,6|224A (1997) – 233A (1997)|235A (1997) – 237A (1997)|239A (1998) – 297A (2002)						                                     298A (2002) No. …,2-6					                             299A (2002) – 320A (2003) No. 1,",0375-9601,Physics letters A,,Elsevier ; North-Holland
"Physics Letters B, (1962) Amsterdam SVE JE U ARHIVU",Physics Letters B,0370-2693,P-345B,Arhiv 1. krilo,"* do vol. 23 (1966) izlazi kao: Physics Letters|24B (1967) – 25B (1967)|27B (1968) – 65B (1976) No. 1-3,|66B (1977) – 106B (1981)|108B (1982) – 140B (1984) No. 1-2,|141B (1984) – 163B (1985)|165B (1986) – 205B (1988)|207B (1988) – 212B (1988)|214B (1988) – 237B (1990) No. ...,2-4|238B (1990) No. ...,2-4|239B (1990) – 267B (1991) |269B (1991) – 280B (1992)|282B (1992) – 289B (1992)|291B (1992) – 307B (1993)|309B (1993) – 364B (1995)					|--------------------------------------------------------------------------|365B (1996) – 487B (2000) No. ...,3-4			|488B (2000) – 579B (2004) No. 1-2,","Physics Letters B, (1962) Amsterdam SVE JE U ARHIVU|ISSN 0370-2693|inv. br. P-345B||* do vol. 23 (1966) izlazi kao: Physics Letters||24B (1967) – 25B (1967)|27B (1968) – 65B (1976) No. 1-3,|66B (1977) – 106B (1981)|108B (1982) – 140B (1984) No. 1-2,|141B (1984) – 163B (1985)|165B (1986) – 205B (1988)|207B (1988) – 212B (1988)|214B (1988) – 237B (1990) No. ...,2-4|238B (1990) No. ...,2-4|239B (1990) – 267B (1991) |269B (1991) – 280B (1992)|282B (1992) – 289B (1992)|291B (1992) – 307B (1993)|309B (1993) – 364B (1995)					****Arhiv 1. krilo|--------------------------------------------------------------------------|365B (1996) – 487B (2000) No. ...,3-4			****1. krilo|488B (2000) – 579B (2004) No. 1-2,",0370-2693,Physics letters B,,Elsevier ; North-Holland
"Physics of Atomic Nuclei, (1965) Moskva",Physics of Atomic Nuclei,1063-7788,P-1407,1. krilo,"*do 2001. godine: Jadernaja Fizika (ISSN 0044-0027)|65 (2002) – 68 (2005) No. 1-2,","Physics of Atomic Nuclei, (1965) Moskva|ISSN 1063-7788|inv. br. P-1407||*do 2001. godine: Jadernaja Fizika (ISSN 0044-0027)||65 (2002) – 68 (2005) No. 1-2,				****1. krilo",1063-7788,Physics of atomic nuclei,,Nauka ; Springer
"Physics of Condensed Matter, (1962) Berlin",Physics of Condensed Matter,0031-9236,P-493/1,Arhiv 1. krilo,* do vol. 16 (1973) izlazi kao: Physik der kondensierten Materie|17 (1974) – 19 (1975),"Physics of Condensed Matter, (1962) Berlin|ISSN 0031-9236|inv. br. P-493/1||* do vol. 16 (1973) izlazi kao: Physik der kondensierten Materie||17 (1974) – 19 (1975)					****Arhiv 1. krilo",,,,
